state,ccn,facility_name,street_address,city,zip_code,fips_county,provider_subtype,reporting_source,dates_with_missing_data,certified_bed_count,component_hospitals,week_ending,days_at_100%,percentage_of_required_fields_reported,hospital_required_to_report_wed_only,suspend_reason,total_beds,all_adult_hospital_beds,inpatient_beds,all_adult_hospital_inpatient_beds,inpatient_beds_used,all_adult_hospital_inpatient_bed_occupied,total_icu_beds,total_staffed_adult_icu_beds,icu_beds_used,staffed_adult_icu_bed_occupancy,total_ventilators,ventilators_used,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid,inpatient_ventilators_used_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_covid,hospital_onset_covid,overflow_covid,overflow_ventilators_used_covid,deaths_covid,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_all,previous_day_admission_adult_covid_confirmed_all,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_suspected,previous_day_total_ed_visits,previous_day_covid_ed_visits,total_patients_hospitalized_confirmed_influenza,previous_day_admission_influenza_confirmed,icu_patients_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,previous_day_deaths_influenza,previous_day_deaths_covid_and_influenza,previous_day_remdesivir_used,on_hand_supply_remdesivir_vials,critical_staffing_shortage_today,critical_staffing_shortage_anticipated_within_week,ppe_supply_management_source,on_hand_ventilator_supplies_in_days,n95_respirators_days_available,on_hand_supply_of_surgical_masks_in_days,on_hand_supply_of_eye_protection_in_days,on_hand_supply_of_single_use_surgical_gowns_in_days,on_hand_supply_of_gloves_in_days,able_to_obtain_ventilator_supplies,able_to_obtain_ventilator_medications,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protection,able_to_obtain_single_use_gowns,able_to_obtain_gloves,able_to_maintain_ventilator_supplies,able_to_maintain_ventilator_medications,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical_masks,able_to_maintain_eye_protection,able_to_maintain_single_use_gowns,able_to_maintain_gloves,able_to_maintain_lab_nasal_pharyngeal_swabs,able_to_maintain_lab_nasal_swabs,able_to_maintain_lab_viral_transport_media,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,on_hand_supply_therapeutic_b_bamlanivimab_courses,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_personnel_covid_vaccinated_doses_administered,total_personnel_covid_vaccinated_doses_none,total_personnel_covid_vaccinated_doses_one,total_personnel_covid_vaccinated_doses_all,total_personnel,previous_week_patients_covid_vaccinated_doses_one,previous_week_patients_covid_vaccinated_doses_all,Georeference
WI,520205,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,10101 SOUTH 27TH ST  2ND FLOOR,FRANKLIN,53132,79.0,Short Term,new_nhsn,"['2023-03-25', '2023-03-30']",16,1,03/30/2023 12:00:00 AM,12,0.863,No,None,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-87.95169 42.85996)
SC,421300,ALLENDALE COUNTY HOSPITAL,1787 ALLENDALE FAIRFAX RD,FAIRFAX,29827,5.0,Critical Access Hospitals,new_nhsn,['2023-03-30'],25,1,03/30/2023 12:00:00 AM,13,0.932,No,None,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,POINT (-81.24719 32.96586)
GA,110109,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,30401,107.0,Short Term,new_nhsn,['2023-03-30'],72,1,03/30/2023 12:00:00 AM,13,0.932,No,None,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,POINT (-82.34664 32.59325)
ND,351326,FIRST CARE HEALTH CENTER,115 VIVIAN ST,PARK RIVER,58270,99.0,Critical Access Hospitals,new_nhsn,['2023-03-26'],14,1,03/30/2023 12:00:00 AM,13,0.932,No,None,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-97.74483 48.39918)
PA,390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,16365,123.0,Short Term,new_nhsn,"['2023-03-25', '2023-03-26']",69,1,03/30/2023 12:00:00 AM,12,0.863,No,None,2.0,2.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-79.1537 41.84375)
LA,190114,CLAIBORNE MEMORIAL MEDICAL CENTER,620 EAST COLLEGE STREET,HOMER,71040,27.0,Short Term,new_nhsn,['2023-03-30'],47,1,03/30/2023 12:00:00 AM,13,0.932,No,None,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-93.06245 32.79389)
PR,400007,RYDER MEMORIAL HOSPITAL INC,355 AVE FONT MARTELO,HUMACAO,791,69.0,Short Term,new_nhsn,['2023-03-26'],167,1,03/30/2023 12:00:00 AM,13,0.932,No,None,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-65.83601 18.1557)
PR,400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,613,13.0,Short Term,N/A,"['2023-03-17', '2023-03-18', '2023-03-19', '2023-03-20', '2023-03-21', '2023-03-22', '2023-03-23', '2023-03-24', '2023-03-25', '2023-03-26', '2023-03-27', '2023-03-28', '2023-03-29', '2023-03-30']",230,,03/30/2023 12:00:00 AM,0,0,No,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-66.73757 18.46212)
CA,050329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,92882,65.0,Short Term,new_nhsn,"['2023-03-18', '2023-03-19', '2023-03-20', '2023-03-21', '2023-03-23', '2023-03-29']",240,1,03/30/2023 12:00:00 AM,8,0.568,No,None,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-117.56676 33.87299)
MI,230002,TRINITY HEALTH LIVONIA HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,48154,163.0,Short Term,new_nhsn,"['2023-03-19', '2023-03-22', '2023-03-26']",273,1,03/30/2023 12:00:00 AM,11,0.774,No,None,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-83.40367 42.39661)
OK,371318,FAIRFAX COMMUNITY HOSPITAL,40 HOSPITAL ROAD,FAIRFAX,74637,113.0,Critical Access Hospitals,new_nhsn,"['2023-03-24', '2023-03-25']",25,1,03/30/2023 12:00:00 AM,12,0.863,No,None,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-96.70478 36.56362)
KY,180040,UOFL HEALTH - JEWISH HOSPITAL,200 ABRAHAM FLEXNER WAY,LOUISVILLE,40202,111.0,Short Term,new_nhsn,"['2023-03-29', '2023-03-30']",1261,3,03/30/2023 12:00:00 AM,12,0.842,No,None,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-85.75121 38.24936)
CA,050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,94538,1.0,Short Term,new_nhsn,['2023-03-19'],265,1,03/30/2023 12:00:00 AM,13,0.932,No,None,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-121.9807 37.55797)
CA,050738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,91733,37.0,Short Term,new_nhsn,"['2023-03-17', '2023-03-18', '2023-03-19', '2023-03-20', '2023-03-23']",104,1,03/30/2023 12:00:00 AM,9,0.658,No,None,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-118.04244 34.04805)
MS,250060,JEFFERSON COUNTY HOSPITAL,870 S MAIN,FAYETTE,39069,63.0,Short Term,new_nhsn,"['2023-03-29', '2023-03-30']",48,1,03/30/2023 12:00:00 AM,12,0.842,No,None,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-91.06815 31.70557)
MO,263303,RANKEN JORDAN PEDIATRIC BRIDGE HOSPITAL,11365 DORSETT ROAD,MARYLAND HEIGHTS,63043,189.0,Childrens Hospitals,new_nhsn,[],60,1,03/30/2023 12:00:00 AM,14,1,No,None,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-90.41577 38.70942)
AZ,031301,BENSON HOSPITAL,450 SOUTH OCOTILLO AVENUE,BENSON,85602,3.0,Critical Access Hospitals,new_nhsn,['2023-03-25'],22,1,03/30/2023 12:00:00 AM,13,0.932,No,None,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-110.30715 31.96412)
OK,372023,MUSCOGEE (CREEK) NATION LONG TERM ACUTE CARE HOSPI,1401 MORRIS DRIVE,OKMULGEE,74447,111.0,Long Term,N/A,"['2023-03-17', '2023-03-18', '2023-03-19', '2023-03-20', '2023-03-21', '2023-03-22', '2023-03-23', '2023-03-24', '2023-03-25', '2023-03-26', '2023-03-27', '2023-03-28', '2023-03-29', '2023-03-30']",4,,03/30/2023 12:00:00 AM,0,0,No,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-95.9532 35.61039)
UT,461309,KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,KANAB,84741,25.0,Critical Access Hospitals,new_nhsn,"['2023-03-28', '2023-03-29', '2023-03-30']",25,1,03/30/2023 12:00:00 AM,11,0.774,No,None,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-112.52859 37.0546)
PR,400015,SAN JUAN MUNICIPAL HOSPITAL,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,936,127.0,Short Term,new_nhsn,['2023-03-26'],450,1,03/30/2023 12:00:00 AM,13,0.932,No,None,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
ND,351310,SAKAKAWEA MEDICAL CENTER - CAH,510 8TH AVENUE NE,HAZEN,58545,57.0,Critical Access Hospitals,new_nhsn,['2023-03-23'],13,1,03/30/2023 12:00:00 AM,13,0.932,No,None,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-101.61152 47.29826)
PR,400117,HOSPITAL METROPOLITANO  DR SUSONI,55 PALM ST,ARECIBO,614,13.0,Short Term,new_nhsn,['2023-03-26'],138,1,03/30/2023 12:00:00 AM,13,0.932,No,None,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-66.71654 18.47312)
IL,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,60629,31.0,Short Term,N/A,"['2023-03-17', '2023-03-18', '2023-03-19', '2023-03-20', '2023-03-21', '2023-03-22', '2023-03-23', '2023-03-24', '2023-03-25', '2023-03-26', '2023-03-27', '2023-03-28', '2023-03-29', '2023-03-30']",311,,03/30/2023 12:00:00 AM,0,0,No,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-87.69111 41.76912)
OK,370019,GREAT PLAINS REGIONAL MEDICAL CENTER,1801 WEST 3RD STREET,ELK CITY,73644,9.0,Short Term,new_nhsn,"['2023-03-20', '2023-03-21', '2023-03-22', '2023-03-23', '2023-03-24', '2023-03-25', '2023-03-26', '2023-03-27', '2023-03-28', '2023-03-29', '2023-03-30']",62,1,03/30/2023 12:00:00 AM,3,0.205,No,None,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-99.42551 35.41171)
OK,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BLVD,LAWTON,73505,31.0,Short Term,new_nhsn,"['2023-03-26', '2023-03-30']",283,1,03/30/2023 12:00:00 AM,12,0.863,No,None,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-98.4361 34.60886)
AR,040019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,72335,123.0,Short Term,N/A,"['2023-03-17', '2023-03-18', '2023-03-19', '2023-03-20', '2023-03-21', '2023-03-22', '2023-03-23', '2023-03-24', '2023-03-25', '2023-03-26', '2023-03-27', '2023-03-28', '2023-03-29', '2023-03-30']",118,,03/30/2023 12:00:00 AM,0,0,No,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-90.77927 35.02595)
PA,392047,SELECT SPECIALTY HOSPITAL - DANVILLE,100 NORTH ACADEMY AVENUE 3RD FLR BUSH & GEISINGER,DANVILLE,17822,93.0,Long Term,N/A,"['2023-03-17', '2023-03-18', '2023-03-19', '2023-03-20', '2023-03-21', '2023-03-22', '2023-03-23', '2023-03-24', '2023-03-25', '2023-03-26', '2023-03-27', '2023-03-28', '2023-03-29', '2023-03-30']",30,,03/30/2023 12:00:00 AM,0,0,No,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,POINT (-76.60178 40.96968)
KS,170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,514 CLEVELAND STREET,GREAT BEND,67530,9.0,Short Term,new_nhsn,"['2023-03-26', '2023-03-27', '2023-03-28', '2023-03-29', '2023-03-30']",33,1,03/30/2023 12:00:00 AM,9,0.637,No,None,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,POINT (-98.79156 38.35648)
